PRCDDA,Province,Dissemination area (DA) Population,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores
35181163,Ontario,605,1,-0.798,1,-1.121,4,0.416,1,-0.904
35181164,Ontario,730,3,-0.118,1,-0.922,2,-0.561,4,0.369
35181165,Ontario,762,2,-0.612,1,-1.063,2,-0.716,2,-0.620
35181166,Ontario,349,2,-0.676,1,-1.043,2,-0.665,1,-0.745
35181167,Ontario,474,2,-0.616,1,-0.888,2,-0.585,2,-0.562
35181168,Ontario,865,1,-0.868,1,-1.230,4,0.003,1,-0.858
35181169,Ontario,342,1,-0.938,1,-0.896,4,0.054,1,-0.897
35181170,Ontario,382,3,-0.396,1,-1.339,5,1.089,1,-0.729
35181171,Ontario,989,2,-0.755,1,-1.178,4,-0.132,1,-0.741
35181172,Ontario,523,1,-1.090,1,-1.255,4,0.058,1,-0.917
35181173,Ontario,442,2,-0.598,3,-0.286,3,-0.348,2,-0.394
35181175,Ontario,500,2,-0.627,2,-0.326,4,0.513,1,-0.969
35181177,Ontario,280,1,-0.836,1,-1.078,4,-0.092,1,-0.948
35181178,Ontario,5135,4,-0.052,1,-0.967,5,1.353,2,-0.672
35181180,Ontario,3221,2,-0.675,1,-1.050,5,1.328,1,-0.704
35181181,Ontario,849,3,-0.325,1,-0.852,5,0.873,2,-0.469
35181182,Ontario,311,1,-1.165,2,-0.427,1,-0.916,2,-0.630
35181183,Ontario,595,2,-0.671,2,-0.681,2,-0.703,3,-0.349
35181185,Ontario,376,4,0.319,4,0.592,3,-0.450,5,0.667
35181188,Ontario,253,3,-0.499,2,-0.419,1,-0.813,4,0.321
35181189,Ontario,1016,1,-1.009,5,2.521,2,-0.601,2,-0.660
35181190,Ontario,391,1,-0.962,2,-0.728,2,-0.771,2,-0.415
35181191,Ontario,534,3,-0.339,2,-0.478,2,-0.610,1,-0.757
35181192,Ontario,628,2,-0.643,4,0.545,3,-0.537,4,0.037
35181193,Ontario,250,2,-0.579,1,-1.327,1,-0.817,1,-1.416
35181194,Ontario,1387,2,-0.663,1,-0.864,3,-0.434,1,-0.790
35181195,Ontario,554,3,-0.276,2,-0.570,4,0.180,2,-0.430
35181196,Ontario,309,2,-0.670,4,0.451,3,-0.517,5,1.156
35181197,Ontario,472,2,-0.674,1,-1.400,3,-0.253,1,-0.997
35181198,Ontario,664,2,-0.765,1,-0.797,4,0.298,1,-0.733
35181199,Ontario,1034,3,-0.507,1,-1.037,4,0.034,1,-1.110
35181200,Ontario,2829,3,-0.138,1,-1.065,4,0.492,1,-0.988
35181201,Ontario,474,1,-0.954,1,-0.942,3,-0.194,2,-0.536
35181202,Ontario,383,2,-0.726,1,-1.823,2,-0.626,1,-0.828
35181203,Ontario,586,2,-0.791,1,-1.152,3,-0.426,3,-0.147
35181204,Ontario,644,2,-0.739,2,-0.617,4,-0.054,2,-0.405
35181205,Ontario,1710,4,0.510,1,-1.282,4,0.701,1,-0.892
35181206,Ontario,721,4,0.078,2,-0.399,5,1.273,2,-0.527
35181207,Ontario,2089,3,-0.387,1,-0.830,4,0.294,1,-0.839
35181208,Ontario,356,1,-1.020,1,-0.971,3,-0.290,1,-1.152
35181209,Ontario,795,2,-0.701,1,-0.944,4,0.309,2,-0.641
35181210,Ontario,619,3,-0.163,1,-0.795,4,0.371,1,-0.769
35181211,Ontario,504,1,-1.261,4,0.439,4,0.019,2,-0.688
35181212,Ontario,546,1,-1.209,2,-0.370,4,0.124,1,-0.726
35181213,Ontario,495,2,-0.670,1,-0.944,3,-0.556,1,-0.838
35181214,Ontario,437,1,-0.934,2,-0.552,3,-0.157,1,-0.891
35181215,Ontario,468,2,-0.711,1,-1.310,2,-0.770,1,-1.211
35181216,Ontario,562,1,-0.946,2,-0.560,3,-0.506,3,-0.321
35181217,Ontario,394,3,-0.417,4,0.264,1,-0.966,2,-0.443
35181218,Ontario,1326,2,-0.723,1,-0.918,3,-0.159,1,-1.267
35181219,Ontario,437,1,-0.906,2,-0.676,3,-0.524,1,-0.701
35181220,Ontario,842,2,-0.650,1,-1.295,2,-0.632,1,-1.019
35181221,Ontario,399,3,-0.505,1,-1.470,5,1.178,3,-0.285
35181222,Ontario,472,2,-0.729,1,-1.644,4,0.668,1,-0.872
35181223,Ontario,687,1,-0.879,2,-0.433,4,0.669,1,-0.796
35181224,Ontario,715,1,-1.127,1,-0.908,4,0.473,2,-0.530
35181225,Ontario,453,1,-1.098,1,-1.255,4,-0.039,1,-1.295
35181226,Ontario,502,1,-0.908,2,-0.606,4,-0.010,2,-0.499
35181227,Ontario,347,1,-1.037,1,-0.948,3,-0.217,1,-0.702
35181228,Ontario,700,1,-1.092,1,-0.895,4,0.313,1,-0.695
35181229,Ontario,641,3,-0.388,1,-0.864,5,1.477,2,-0.578
35181230,Ontario,447,2,-0.599,1,-1.199,4,0.715,1,-1.021
35181231,Ontario,693,3,-0.287,1,-0.886,5,1.141,1,-0.980
35181232,Ontario,814,3,-0.262,1,-1.060,5,1.239,1,-1.140
35181233,Ontario,576,3,-0.273,1,-0.838,5,0.956,2,-0.534
35181234,Ontario,197,3,-0.342,2,-0.439,2,-0.713,4,0.220
35181235,Ontario,126,3,-0.304,1,-1.527,3,-0.326,4,0.370
35181236,Ontario,222,3,-0.398,1,-0.965,1,-0.887,3,-0.032
35181237,Ontario,68,2,-0.782,2,-0.713,1,-0.883,2,-0.498
35181238,Ontario,393,3,-0.476,2,-0.417,1,-0.857,5,0.875
35190001,Ontario,261,3,-0.258,4,0.103,1,-1.278,5,4.479
35190002,Ontario,775,4,-0.073,2,-0.525,1,-0.783,5,0.787
35190003,Ontario,350,3,-0.282,4,0.528,3,-0.405,3,-0.168
35190004,Ontario,586,3,-0.211,4,0.306,2,-0.567,5,0.663
35190005,Ontario,433,3,-0.469,2,-0.682,2,-0.742,4,0.176
35190006,Ontario,500,2,-0.578,3,-0.204,1,-0.848,5,0.629
35190009,Ontario,648,1,-0.948,2,-0.700,1,-0.796,1,-1.002
35190011,Ontario,341,1,-0.869,2,-0.374,1,-0.831,3,-0.196
35190012,Ontario,501,2,-0.566,5,3.456,1,-0.806,3,-0.235
35190013,Ontario,745,3,-0.455,1,-0.802,1,-0.848,4,0.014
35190015,Ontario,524,4,0.038,3,0.039,2,-0.615,4,0.402
35190016,Ontario,201,4,0.439,4,0.362,3,-0.558,5,1.120
35190017,Ontario,313,3,-0.449,3,-0.288,2,-0.745,5,1.837
35190018,Ontario,1775,4,0.229,2,-0.587,3,-0.171,3,-0.324
35190019,Ontario,591,4,-0.100,2,-0.431,3,-0.527,5,0.812
35190020,Ontario,259,3,-0.257,1,-0.765,3,-0.518,4,0.120
35190021,Ontario,465,5,1.174,5,1.574,3,-0.521,5,0.733
35190022,Ontario,531,4,0.042,4,0.638,3,-0.408,4,0.064
35190026,Ontario,1214,1,-0.811,1,-1.363,2,-0.759,3,-0.201
35190027,Ontario,514,2,-0.701,1,-1.834,1,-0.827,1,-0.799
35190028,Ontario,465,2,-0.556,1,-1.333,2,-0.673,3,-0.002
35190029,Ontario,979,5,1.071,5,1.634,3,-0.397,4,0.182
35190030,Ontario,472,4,-0.085,2,-0.387,2,-0.593,4,0.311
35190031,Ontario,515,3,-0.241,2,-0.763,2,-0.594,3,-0.051
35190032,Ontario,370,4,0.390,2,-0.738,2,-0.623,5,1.216
35190033,Ontario,325,4,0.217,1,-1.452,1,-0.781,4,0.286
35190034,Ontario,523,3,-0.442,4,0.388,3,-0.188,5,0.635
35190035,Ontario,286,3,-0.348,3,-0.205,3,-0.512,2,-0.438
35190036,Ontario,776,2,-0.547,3,-0.164,2,-0.581,4,0.199
35190037,Ontario,417,4,0.134,5,0.884,3,-0.505,5,0.794
35190041,Ontario,754,3,-0.358,2,-0.363,3,-0.468,4,0.058
35190042,Ontario,490,4,-0.085,3,-0.256,1,-0.841,4,0.441
35190043,Ontario,919,3,-0.486,2,-0.612,3,-0.557,4,0.040
35190044,Ontario,711,3,-0.412,2,-0.399,2,-0.733,2,-0.558
35190045,Ontario,1561,2,-0.724,4,0.465,3,-0.468,3,-0.137
35190046,Ontario,2174,2,-0.602,1,-1.051,3,-0.423,3,-0.346
35190047,Ontario,429,3,-0.108,2,-0.688,3,-0.436,2,-0.550
35190048,Ontario,695,1,-0.876,1,-1.365,2,-0.661,2,-0.518
35190049,Ontario,512,2,-0.544,2,-0.515,2,-0.725,3,-0.090
35190050,Ontario,550,2,-0.607,1,-1.839,2,-0.734,3,-0.157
35190051,Ontario,527,2,-0.639,1,-1.031,3,-0.463,3,-0.160
35190052,Ontario,2424,3,-0.215,1,-0.876,3,-0.300,3,-0.209
35190053,Ontario,474,4,0.168,3,-0.236,3,-0.372,4,0.442
35190054,Ontario,601,4,-0.032,1,-0.962,3,-0.239,4,0.397
35190055,Ontario,568,4,-0.021,3,-0.287,3,-0.533,5,0.813
35190056,Ontario,869,4,0.578,3,-0.153,3,-0.324,5,0.930
35190057,Ontario,465,3,-0.177,3,-0.073,3,-0.207,4,0.157
35190058,Ontario,599,4,-0.072,2,-0.546,3,-0.358,5,0.751
35190059,Ontario,317,3,-0.488,1,-1.073,3,-0.556,5,0.637
35190061,Ontario,299,3,-0.501,2,-0.359,3,-0.526,4,0.286
35190062,Ontario,609,3,-0.466,1,-1.214,2,-0.605,4,0.137
35190065,Ontario,3817,3,-0.352,1,-1.215,4,-0.122,1,-0.712
35190066,Ontario,420,1,-0.976,3,-0.027,3,-0.475,2,-0.387
35190067,Ontario,698,2,-0.630,3,0.079,3,-0.331,5,0.713
35190068,Ontario,571,2,-0.729,2,-0.461,2,-0.593,3,-0.141
35190069,Ontario,451,1,-0.956,3,-0.225,2,-0.573,3,-0.219
35190070,Ontario,315,3,-0.442,3,-0.107,3,-0.468,4,0.191
35190071,Ontario,2580,2,-0.556,1,-1.548,3,-0.466,1,-1.095
35190072,Ontario,1042,1,-0.865,1,-0.892,2,-0.674,1,-0.712
35190073,Ontario,482,2,-0.721,1,-1.446,1,-0.786,2,-0.556
35190074,Ontario,600,4,0.384,5,0.830,2,-0.718,1,-0.695
35190075,Ontario,396,3,-0.423,2,-0.598,1,-0.897,2,-0.592
35190076,Ontario,737,1,-0.995,2,-0.743,2,-0.605,1,-0.693
35190077,Ontario,457,3,-0.185,3,-0.265,3,-0.499,2,-0.363
35190078,Ontario,396,1,-0.887,5,0.949,4,0.031,4,0.140
35190079,Ontario,976,1,-0.925,4,0.132,3,-0.504,1,-0.968
35190080,Ontario,503,1,-1.113,2,-0.381,2,-0.680,2,-0.632
35190081,Ontario,454,1,-0.850,1,-0.901,2,-0.716,3,-0.234
35190082,Ontario,427,1,-1.216,4,0.289,1,-0.914,3,-0.309
35190083,Ontario,388,1,-0.838,4,0.378,2,-0.646,3,-0.319
35190084,Ontario,507,2,-0.772,3,-0.104,2,-0.620,2,-0.593
35190085,Ontario,650,2,-0.725,1,-1.353,2,-0.764,1,-0.767
35190086,Ontario,182,1,-0.804,2,-0.589,2,-0.774,1,-1.137
35190087,Ontario,339,1,-0.923,1,-1.277,2,-0.604,5,0.779
35190088,Ontario,1295,2,-0.778,2,-0.347,2,-0.596,2,-0.679
35190089,Ontario,308,1,-0.973,1,-1.252,1,-0.795,1,-0.856
35190090,Ontario,514,3,-0.296,1,-0.767,1,-0.833,2,-0.378
35190091,Ontario,320,3,-0.136,1,-1.114,1,-0.853,4,0.045
35190092,Ontario,406,1,-0.997,2,-0.703,2,-0.651,3,-0.300
35190093,Ontario,373,4,-0.065,2,-0.665,3,-0.534,2,-0.410
35190094,Ontario,666,2,-0.723,4,0.532,3,-0.473,4,0.073
35190095,Ontario,361,1,-0.828,4,0.142,2,-0.679,2,-0.570
35190096,Ontario,341,2,-0.583,4,0.196,2,-0.600,2,-0.553
35190097,Ontario,549,1,-0.901,1,-0.865,2,-0.695,3,-0.187
35190098,Ontario,565,2,-0.695,1,-1.033,3,-0.527,2,-0.474
35190099,Ontario,2667,3,-0.176,1,-0.963,4,0.691,1,-0.804
35190100,Ontario,381,3,-0.272,4,0.497,3,-0.190,5,0.864
35190102,Ontario,469,3,-0.256,2,-0.659,4,0.115,3,-0.071
35190103,Ontario,924,2,-0.693,1,-1.099,3,-0.311,3,-0.354
35190104,Ontario,416,1,-0.904,2,-0.585,2,-0.613,2,-0.457
35190105,Ontario,629,3,-0.354,3,-0.177,4,0.039,1,-0.735
35190106,Ontario,588,5,1.425,2,-0.602,4,-0.004,5,0.673
35190107,Ontario,651,4,0.736,2,-0.381,4,0.252,5,1.028
35190108,Ontario,631,5,1.448,2,-0.698,3,-0.340,5,0.769
35190109,Ontario,426,4,0.099,2,-0.706,3,-0.388,3,-0.313
35190110,Ontario,472,4,0.508,3,-0.210,4,0.484,5,1.190
35190111,Ontario,701,1,-0.861,2,-0.493,3,-0.348,1,-1.107
35190112,Ontario,331,3,-0.478,2,-0.626,3,-0.250,1,-0.789
35190113,Ontario,436,1,-0.856,1,-1.021,3,-0.514,2,-0.627
35190114,Ontario,1487,3,-0.505,1,-0.887,4,0.186,2,-0.681
35190115,Ontario,1074,2,-0.565,1,-0.993,4,0.017,1,-0.989
35190117,Ontario,598,4,0.440,1,-1.269,4,0.397,2,-0.611
35190118,Ontario,600,3,-0.515,1,-1.033,3,-0.280,3,-0.009
35190119,Ontario,692,1,-1.080,1,-0.959,2,-0.670,1,-1.052
35190120,Ontario,362,1,-1.284,1,-1.596,3,-0.360,1,-1.079
35190121,Ontario,1013,4,0.031,3,-0.239,4,-0.108,3,-0.196
35190122,Ontario,695,3,-0.475,3,-0.155,3,-0.447,1,-0.766
35190123,Ontario,670,1,-0.960,1,-1.151,2,-0.565,1,-1.104
35190124,Ontario,418,1,-0.869,2,-0.621,4,0.160,1,-0.906
35190125,Ontario,206,2,-0.747,1,-1.484,1,-0.945,1,-0.969
35190126,Ontario,444,2,-0.610,2,-0.547,3,-0.234,3,-0.308
35190127,Ontario,668,1,-1.122,1,-1.245,3,-0.357,1,-1.015
35190128,Ontario,568,2,-0.651,2,-0.681,3,-0.305,2,-0.592
35190129,Ontario,632,3,-0.399,3,-0.109,3,-0.403,1,-0.734
35190130,Ontario,409,5,0.909,4,0.259,4,0.514,5,0.936
35190131,Ontario,576,4,0.354,3,0.089,4,-0.065,4,0.035
35190132,Ontario,425,5,1.138,3,-0.059,3,-0.161,2,-0.409
35190133,Ontario,382,5,2.217,5,1.990,3,-0.280,4,0.078
35190136,Ontario,446,4,0.527,4,0.094,2,-0.744,2,-0.606
35190137,Ontario,612,4,0.380,5,1.976,2,-0.684,1,-1.413
35190138,Ontario,484,3,-0.125,1,-1.411,4,-0.106,4,0.362
35190139,Ontario,272,1,-0.807,2,-0.729,3,-0.330,2,-0.665
35190140,Ontario,396,4,0.708,2,-0.621,2,-0.590,3,-0.142
35190141,Ontario,354,3,-0.367,1,-0.850,4,-0.086,1,-0.792
35190142,Ontario,388,3,-0.297,1,-0.803,4,0.011,2,-0.680
35190143,Ontario,462,4,0.690,3,-0.044,4,0.078,3,-0.066
35190144,Ontario,525,4,0.384,2,-0.324,4,0.050,3,-0.247
35190145,Ontario,629,4,0.052,2,-0.340,4,-0.056,3,-0.168
35190146,Ontario,339,5,1.835,4,0.610,4,0.259,4,0.011
35190147,Ontario,2186,2,-0.744,1,-0.973,4,0.100,1,-0.786
35190148,Ontario,305,2,-0.732,1,-1.183,3,-0.301,1,-0.738
35190149,Ontario,476,1,-1.058,1,-1.717,2,-0.661,1,-0.791
35190150,Ontario,324,1,-0.987,1,-1.363,3,-0.489,1,-0.855
35190151,Ontario,386,1,-1.111,1,-1.030,3,-0.489,1,-0.918
35190152,Ontario,501,2,-0.540,3,-0.129,3,-0.510,1,-0.806
35190153,Ontario,1075,2,-0.705,1,-1.017,4,-0.086,1,-1.019
35190154,Ontario,826,1,-0.948,2,-0.634,3,-0.501,2,-0.550
35190155,Ontario,560,3,-0.307,2,-0.362,4,0.005,4,0.512
35190157,Ontario,695,2,-0.670,2,-0.383,3,-0.177,2,-0.526
35190158,Ontario,913,1,-0.866,1,-0.822,4,-0.080,2,-0.676
35190159,Ontario,406,1,-0.907,1,-1.298,3,-0.229,1,-0.915
35190160,Ontario,522,1,-1.227,1,-1.499,3,-0.159,1,-0.975
35190161,Ontario,588,1,-0.818,1,-0.920,3,-0.254,1,-0.776
35190162,Ontario,1449,5,1.200,1,-0.925,4,0.161,5,0.835
35190163,Ontario,454,1,-0.804,3,-0.117,3,-0.178,2,-0.506
35190164,Ontario,569,1,-0.797,1,-1.147,4,-0.138,1,-0.771
35190165,Ontario,323,1,-0.949,2,-0.707,3,-0.474,1,-0.724
35190166,Ontario,553,1,-0.912,1,-1.094,3,-0.210,1,-1.008
35190167,Ontario,641,2,-0.651,2,-0.514,4,-0.117,3,-0.087
35190168,Ontario,619,3,-0.513,3,-0.233,3,-0.303,3,-0.074
35190170,Ontario,412,3,-0.234,1,-1.395,3,-0.232,4,0.043
35190175,Ontario,2885,3,-0.294,1,-1.260,3,-0.142,1,-1.047
35190176,Ontario,766,1,-0.811,2,-0.731,3,-0.456,3,-0.136
35190177,Ontario,312,4,-0.098,1,-1.067,2,-0.685,1,-0.754
35190178,Ontario,453,1,-0.997,2,-0.322,2,-0.671,1,-0.821
35190179,Ontario,386,1,-0.804,1,-1.271,3,-0.539,2,-0.375
35190180,Ontario,919,1,-0.829,2,-0.499,2,-0.566,2,-0.523
35190181,Ontario,509,2,-0.637,2,-0.515,3,-0.290,3,-0.125
35190182,Ontario,1698,2,-0.625,1,-0.818,3,-0.518,1,-0.895
35190183,Ontario,726,3,-0.372,2,-0.383,3,-0.427,1,-0.900
35190184,Ontario,1012,1,-0.910,2,-0.425,3,-0.472,2,-0.612
35190186,Ontario,1105,1,-1.145,2,-0.505,3,-0.249,2,-0.618
35190187,Ontario,326,1,-1.050,1,-1.632,2,-0.619,1,-0.980
35190188,Ontario,648,1,-0.827,1,-1.306,3,-0.322,1,-1.054
35190189,Ontario,583,1,-1.196,1,-0.899,4,-0.120,1,-0.781
35190192,Ontario,4927,4,-0.051,1,-1.390,4,0.569,1,-0.925
35190195,Ontario,523,2,-0.774,4,0.497,5,1.061,3,-0.247
35190196,Ontario,645,1,-1.216,5,0.872,5,1.358,4,0.292
35190197,Ontario,376,1,-1.111,4,0.444,5,1.778,4,0.410
35190199,Ontario,416,1,-1.253,3,-0.044,4,0.352,2,-0.397
35190200,Ontario,453,1,-1.154,4,0.268,4,0.517,2,-0.419
35190202,Ontario,575,2,-0.712,4,0.353,5,0.906,4,0.263
35190205,Ontario,337,1,-1.006,5,1.931,4,0.737,5,0.618
35190207,Ontario,1430,5,1.246,5,1.748,4,0.391,2,-0.608
35190208,Ontario,767,4,0.498,2,-0.513,4,0.101,2,-0.636
35190209,Ontario,301,3,-0.345,1,-1.175,3,-0.344,1,-1.025
35190210,Ontario,848,2,-0.659,5,1.023,4,0.330,2,-0.620
35190211,Ontario,1015,2,-0.625,3,-0.118,4,0.405,1,-0.729
35190212,Ontario,916,4,0.468,5,0.695,4,0.100,1,-0.849
35190213,Ontario,364,1,-1.037,5,1.888,5,1.303,4,0.080
35190214,Ontario,604,1,-1.193,4,0.333,4,0.243,2,-0.552
35190215,Ontario,331,1,-1.328,3,-0.089,5,0.826,2,-0.441
35190216,Ontario,445,1,-1.014,5,1.332,4,0.719,3,-0.196
35190217,Ontario,300,1,-1.101,5,1.548,5,0.836,5,0.839
35190218,Ontario,886,1,-1.051,4,0.468,4,0.572,2,-0.461
35190219,Ontario,284,1,-0.941,2,-0.620,4,0.571,1,-1.066
35190220,Ontario,543,1,-1.211,3,-0.151,4,0.020,2,-0.605
35190221,Ontario,535,1,-0.890,5,1.400,5,0.804,3,-0.135
35190222,Ontario,928,1,-0.869,2,-0.650,4,0.325,2,-0.407
35190223,Ontario,310,3,-0.445,5,2.486,5,1.377,4,0.492
35190224,Ontario,609,2,-0.648,3,-0.176,5,0.800,2,-0.402
35190225,Ontario,378,1,-1.166,5,2.255,5,1.177,3,-0.020
35190226,Ontario,231,1,-0.910,5,1.005,4,0.210,4,0.200
35190227,Ontario,514,1,-0.902,3,-0.057,4,0.379,2,-0.465
35190228,Ontario,496,2,-0.753,5,0.657,3,-0.245,3,-0.275
35190229,Ontario,489,1,-1.040,5,0.781,4,0.353,2,-0.529
35190230,Ontario,685,5,1.892,4,0.256,4,0.411,2,-0.477
35190235,Ontario,484,1,-1.502,5,1.472,4,0.262,1,-0.847
35190236,Ontario,2263,1,-1.044,2,-0.599,4,-0.136,1,-0.909
35190237,Ontario,199,1,-0.820,3,-0.020,4,0.313,3,-0.267
35190238,Ontario,386,1,-0.849,3,-0.124,3,-0.222,1,-0.856
35190239,Ontario,562,1,-0.836,5,0.681,4,0.069,3,-0.126
35190240,Ontario,419,1,-1.376,5,0.822,4,-0.092,3,-0.115
35190241,Ontario,451,1,-1.482,5,1.961,4,0.325,2,-0.420
35190242,Ontario,589,1,-1.023,4,0.094,4,0.202,2,-0.479
35190243,Ontario,662,1,-0.967,5,1.002,4,0.495,2,-0.406
35190244,Ontario,294,1,-1.183,5,0.717,4,0.628,3,-0.336
35190245,Ontario,385,1,-0.809,4,0.339,4,0.039,3,-0.132
35190246,Ontario,314,1,-1.280,5,0.802,4,0.207,2,-0.533
35190247,Ontario,578,1,-1.226,3,-0.171,4,0.097,1,-0.890
35190248,Ontario,630,1,-1.133,4,0.628,4,0.189,3,-0.101
35190252,Ontario,854,2,-0.578,2,-0.489,4,0.708,2,-0.630
35190253,Ontario,285,1,-0.935,1,-0.882,4,0.411,1,-1.009
35190254,Ontario,500,2,-0.761,3,-0.301,4,0.264,4,0.272
35190255,Ontario,378,1,-1.129,4,0.097,4,-0.132,1,-0.743
35190256,Ontario,611,1,-0.959,4,0.543,5,1.006,3,-0.164
35190257,Ontario,1782,3,-0.473,4,0.576,5,0.855,3,-0.199
35190258,Ontario,337,3,-0.509,5,1.056,4,0.769,3,-0.152
35190259,Ontario,1077,2,-0.785,1,-1.219,4,-0.043,1,-0.813
35190260,Ontario,1402,5,1.185,3,-0.100,4,0.578,1,-1.057
35190261,Ontario,1837,4,-0.085,1,-1.000,4,0.480,2,-0.660
35190262,Ontario,458,1,-1.005,5,0.889,5,0.932,4,0.158
35190263,Ontario,2362,4,0.244,3,-0.058,5,1.421,2,-0.604
35190264,Ontario,724,1,-1.117,4,0.360,5,0.817,2,-0.688
35190265,Ontario,458,1,-1.037,2,-0.764,5,0.844,3,-0.345
35190266,Ontario,914,1,-0.907,4,0.151,5,1.551,3,-0.058
35190267,Ontario,290,3,-0.405,5,1.168,5,1.766,3,-0.286
35190268,Ontario,192,1,-1.213,3,-0.068,4,0.432,1,-0.763
35190269,Ontario,313,3,-0.440,4,0.547,5,2.504,3,-0.010
35190270,Ontario,1009,3,-0.292,4,0.139,5,1.198,4,0.402
35190271,Ontario,349,2,-0.583,2,-0.560,4,0.293,1,-0.951
35190272,Ontario,597,2,-0.643,4,0.244,5,1.336,2,-0.464
35190273,Ontario,546,1,-1.049,2,-0.443,5,1.033,2,-0.476
35190274,Ontario,618,1,-0.841,2,-0.615,4,0.713,2,-0.534
35190275,Ontario,478,1,-0.805,2,-0.622,4,0.568,1,-0.792
35190276,Ontario,628,1,-1.138,3,-0.241,4,0.672,1,-0.903
35190277,Ontario,407,2,-0.748,1,-0.804,4,0.288,2,-0.556
35190278,Ontario,337,2,-0.545,3,0.055,5,0.945,1,-0.885
35190279,Ontario,557,2,-0.750,2,-0.584,4,0.238,1,-0.741
35190280,Ontario,756,2,-0.737,3,-0.254,4,0.605,1,-0.766
35190281,Ontario,360,1,-0.891,2,-0.506,4,0.477,1,-0.848
35190282,Ontario,5525,5,1.506,5,0.669,5,1.214,1,-1.135
35190283,Ontario,1259,2,-0.716,2,-0.749,4,0.557,2,-0.608
35190284,Ontario,367,1,-1.011,1,-0.990,4,0.047,1,-1.183
35190285,Ontario,540,3,-0.390,1,-1.058,4,0.327,1,-0.969
35190286,Ontario,686,1,-1.129,2,-0.609,3,-0.320,1,-0.848
35190287,Ontario,257,1,-0.960,1,-0.958,4,-0.114,2,-0.668
35190288,Ontario,1185,2,-0.726,2,-0.500,4,0.400,1,-0.691
35190289,Ontario,872,2,-0.712,1,-1.169,3,-0.317,1,-0.735
35190290,Ontario,1030,2,-0.754,2,-0.684,4,0.542,1,-0.929
35190291,Ontario,711,1,-0.966,1,-1.236,4,-0.075,1,-0.957
35190292,Ontario,288,1,-0.993,4,0.117,4,-0.067,1,-0.777
35190293,Ontario,498,1,-0.896,2,-0.698,4,-0.078,1,-0.724
35190294,Ontario,508,1,-1.155,1,-1.257,3,-0.455,1,-1.072
35190295,Ontario,314,2,-0.740,1,-0.783,4,0.130,1,-0.883
35190296,Ontario,894,2,-0.673,2,-0.568,4,0.138,2,-0.588
35190297,Ontario,945,4,0.288,5,1.513,4,0.604,1,-0.880
35190300,Ontario,450,1,-0.989,3,-0.011,4,0.199,2,-0.587
35190301,Ontario,843,2,-0.724,4,0.170,4,0.242,2,-0.585
35190302,Ontario,442,2,-0.606,1,-1.070,4,0.409,1,-1.365
35190303,Ontario,425,1,-1.076,4,0.410,4,0.450,1,-1.081
35190304,Ontario,628,1,-1.182,1,-0.928,3,-0.433,1,-0.783
35190305,Ontario,592,2,-0.683,2,-0.707,4,-0.115,1,-0.952
35190306,Ontario,521,1,-0.811,1,-0.804,3,-0.344,1,-0.740
35190307,Ontario,1146,1,-0.967,1,-0.964,3,-0.209,1,-0.969
35190308,Ontario,1352,1,-0.819,2,-0.677,4,0.205,1,-0.981
35190309,Ontario,355,2,-0.566,4,0.152,4,0.372,1,-1.163
35190310,Ontario,365,3,-0.335,1,-0.831,5,1.121,2,-0.636
35190311,Ontario,959,5,1.613,5,1.273,5,1.631,3,-0.111
35190312,Ontario,998,4,0.400,3,0.085,5,1.150,2,-0.452
35190313,Ontario,328,2,-0.703,4,0.523,4,-0.045,2,-0.643
35190316,Ontario,413,4,0.631,5,1.857,3,-0.281,1,-1.245
35190317,Ontario,428,3,-0.463,4,0.202,4,0.476,1,-0.740
35190318,Ontario,842,4,0.576,3,-0.001,5,0.857,2,-0.414
35190320,Ontario,1681,4,0.561,3,-0.116,5,1.246,1,-0.902
35190326,Ontario,420,2,-0.584,1,-0.958,4,0.628,2,-0.658
35190327,Ontario,235,1,-1.093,2,-0.662,5,1.223,1,-1.101
35190328,Ontario,182,1,-1.300,4,0.091,4,0.430,1,-0.725
35190329,Ontario,963,4,0.234,5,1.803,4,0.320,1,-1.080
35190332,Ontario,1418,3,-0.222,4,0.543,4,0.266,2,-0.626
35190334,Ontario,721,3,-0.408,3,-0.144,4,0.264,3,-0.064
35190336,Ontario,463,2,-0.544,4,0.091,5,1.754,2,-0.369
35190337,Ontario,1238,5,1.268,5,2.748,5,0.984,1,-1.227
35190338,Ontario,1335,4,0.156,4,0.093,5,1.004,1,-1.060
35190339,Ontario,367,1,-1.179,5,0.863,5,1.373,3,-0.332
35190340,Ontario,386,2,-0.716,4,0.367,5,1.751,1,-0.703
35190341,Ontario,973,3,-0.416,4,0.098,4,0.263,3,-0.301
35190342,Ontario,1214,1,-0.943,2,-0.433,4,-0.008,1,-1.000
35190343,Ontario,225,1,-1.262,2,-0.659,4,0.317,1,-0.918
35190344,Ontario,739,1,-1.089,2,-0.461,4,0.076,1,-0.933
35190345,Ontario,499,1,-0.890,4,0.197,4,0.699,1,-0.887
35190346,Ontario,500,1,-0.828,3,-0.122,5,0.842,2,-0.599
35190347,Ontario,509,2,-0.745,2,-0.433,5,0.919,1,-1.029
35190348,Ontario,359,1,-1.095,2,-0.615,5,0.898,1,-1.062
