PRCDDA,Province,Dissemination area (DA) Population,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores
35250135,Ontario,1767,3,-0.186,1,-0.854,4,0.531,2,-0.596
35250136,Ontario,386,1,-1.059,3,0.004,3,-0.543,1,-0.749
35250137,Ontario,365,1,-0.846,3,-0.019,2,-0.713,1,-0.949
35250144,Ontario,1617,2,-0.574,1,-0.800,4,-0.126,1,-1.065
35250145,Ontario,415,2,-0.780,2,-0.562,1,-0.780,1,-0.832
35250146,Ontario,834,1,-1.165,4,0.099,2,-0.698,1,-0.719
35250147,Ontario,398,2,-0.645,5,1.190,3,-0.430,2,-0.440
35250148,Ontario,486,2,-0.699,2,-0.686,3,-0.512,2,-0.656
35250149,Ontario,535,1,-1.021,3,-0.165,3,-0.281,1,-0.920
35250150,Ontario,484,3,-0.241,5,1.000,2,-0.758,1,-1.198
35250151,Ontario,453,1,-0.920,3,-0.232,1,-0.886,2,-0.492
35250152,Ontario,1347,3,-0.361,4,0.642,2,-0.574,1,-1.155
35250153,Ontario,617,1,-0.868,4,0.216,3,-0.531,2,-0.548
35250156,Ontario,344,1,-0.972,1,-0.777,2,-0.665,1,-1.056
35250158,Ontario,450,1,-0.914,2,-0.432,2,-0.677,1,-1.002
35250159,Ontario,441,1,-1.147,4,0.348,2,-0.609,3,-0.304
35250160,Ontario,398,2,-0.736,4,0.337,2,-0.745,3,-0.120
35250161,Ontario,697,1,-0.908,3,-0.284,3,-0.530,1,-1.196
35250162,Ontario,429,2,-0.781,1,-1.061,2,-0.686,1,-0.964
35250163,Ontario,547,3,-0.208,4,0.294,3,-0.523,2,-0.376
35250164,Ontario,572,4,0.108,5,1.703,2,-0.621,2,-0.525
35250172,Ontario,440,1,-0.862,4,0.307,2,-0.642,2,-0.360
35250173,Ontario,1237,1,-0.917,1,-0.911,2,-0.654,1,-0.736
35250175,Ontario,1594,4,0.071,1,-1.221,4,-0.036,2,-0.394
35250176,Ontario,742,2,-0.695,2,-0.552,3,-0.210,3,-0.339
35250177,Ontario,774,3,-0.108,2,-0.582,4,0.243,3,-0.198
35250178,Ontario,555,1,-0.930,3,-0.217,3,-0.161,3,0.000
35250179,Ontario,645,1,-0.997,1,-1.433,2,-0.576,1,-0.773
35250180,Ontario,1535,3,-0.168,1,-0.942,4,0.351,2,-0.529
35250181,Ontario,474,2,-0.648,1,-0.897,3,-0.444,4,0.111
35250183,Ontario,219,1,-1.107,1,-1.150,1,-0.894,2,-0.605
35250184,Ontario,384,1,-0.808,1,-1.342,2,-0.716,2,-0.430
35250185,Ontario,359,2,-0.716,2,-0.631,2,-0.656,4,0.055
35250186,Ontario,317,2,-0.620,4,0.481,2,-0.620,4,0.363
35250188,Ontario,754,3,-0.490,1,-0.849,4,0.025,3,-0.303
35250189,Ontario,647,1,-1.188,1,-1.131,3,-0.490,2,-0.668
35250190,Ontario,399,2,-0.732,2,-0.379,4,0.007,3,-0.070
35250191,Ontario,770,2,-0.579,3,-0.272,3,-0.403,4,0.115
35250192,Ontario,1542,2,-0.732,1,-0.991,4,0.479,2,-0.586
35250193,Ontario,317,1,-0.969,4,0.309,2,-0.578,3,-0.230
35250194,Ontario,423,1,-1.006,3,-0.153,2,-0.696,2,-0.634
35250196,Ontario,485,3,-0.107,3,-0.146,3,-0.421,2,-0.383
35250197,Ontario,469,1,-0.952,4,0.120,3,-0.420,2,-0.657
35250199,Ontario,2975,4,0.373,2,-0.660,4,0.366,2,-0.473
35250200,Ontario,607,4,0.216,3,0.007,3,-0.394,2,-0.453
35250201,Ontario,241,3,-0.425,5,2.055,4,-0.072,2,-0.488
35250202,Ontario,1077,5,1.680,3,-0.259,4,0.488,5,0.583
35250203,Ontario,1175,5,1.360,3,-0.156,4,0.766,5,1.299
35250204,Ontario,980,5,1.456,3,-0.015,5,1.186,5,1.092
35250205,Ontario,230,1,-0.912,2,-0.566,4,0.010,1,-0.806
35250206,Ontario,592,2,-0.771,5,0.752,4,0.614,1,-0.807
35250207,Ontario,341,1,-1.036,4,0.233,3,-0.311,3,-0.220
35250208,Ontario,462,2,-0.622,4,0.484,4,-0.046,1,-0.830
35250209,Ontario,364,2,-0.746,5,0.931,1,-0.785,1,-0.766
35250210,Ontario,453,1,-0.886,4,0.588,4,0.203,2,-0.519
35250211,Ontario,313,5,1.033,5,5.387,3,-0.452,1,-1.017
35250212,Ontario,432,4,0.759,5,1.447,3,-0.299,3,-0.239
35250213,Ontario,406,2,-0.775,5,2.284,4,0.289,3,0.006
35250216,Ontario,378,2,-0.617,5,0.942,4,0.085,4,0.373
35250217,Ontario,645,5,0.955,2,-0.489,4,-0.028,5,1.334
35250218,Ontario,480,4,0.125,2,-0.442,4,0.508,3,-0.257
35250221,Ontario,539,5,2.574,5,0.662,4,0.567,4,0.243
35250222,Ontario,492,3,-0.388,5,0.690,4,-0.106,3,-0.232
35250223,Ontario,477,1,-0.911,5,0.682,4,-0.017,4,0.088
35250224,Ontario,375,5,0.964,5,0.763,4,0.144,5,1.406
35250225,Ontario,353,2,-0.686,5,1.041,4,0.034,2,-0.443
35250226,Ontario,548,5,1.999,5,2.382,4,-0.048,3,-0.195
35250227,Ontario,576,5,1.799,3,-0.011,4,0.352,5,1.419
35250230,Ontario,541,4,-0.086,4,0.516,4,0.101,4,0.193
35250231,Ontario,670,1,-0.801,5,1.983,5,1.305,4,0.140
35250232,Ontario,850,5,1.118,5,0.801,5,0.951,5,1.959
35250233,Ontario,565,3,-0.420,5,1.384,5,1.538,3,-0.084
35250234,Ontario,374,3,-0.178,3,-0.248,5,0.805,5,1.909
35250238,Ontario,860,5,1.869,4,0.216,5,2.210,5,2.204
35250239,Ontario,469,4,0.578,5,0.750,5,2.577,5,0.624
35250240,Ontario,629,5,1.875,5,1.160,5,2.674,5,3.955
35250241,Ontario,280,2,-0.559,4,0.322,5,1.154,3,-0.023
35250243,Ontario,1104,5,0.797,5,1.068,5,0.827,5,0.960
35250248,Ontario,849,2,-0.692,4,0.275,4,0.440,4,0.026
35250249,Ontario,450,5,1.873,5,3.329,2,-0.565,4,0.238
35250250,Ontario,470,3,-0.466,5,1.062,1,-0.791,3,-0.265
35250251,Ontario,360,5,2.089,3,-0.250,3,-0.402,4,0.416
35250254,Ontario,714,5,0.940,4,0.507,4,-0.125,4,0.011
35250255,Ontario,478,5,1.582,5,0.833,3,-0.171,3,-0.330
35250256,Ontario,630,4,0.106,5,1.212,1,-0.783,3,-0.281
35250257,Ontario,644,5,2.259,5,1.840,3,-0.354,4,0.163
35250258,Ontario,725,5,1.354,5,2.612,2,-0.618,3,-0.105
35250259,Ontario,516,3,-0.499,4,0.493,3,-0.539,3,-0.319
35250260,Ontario,573,5,1.608,5,2.879,3,-0.195,3,-0.194
35250261,Ontario,469,5,1.930,5,2.026,4,0.063,5,1.290
35250262,Ontario,682,3,-0.477,5,1.779,4,-0.054,2,-0.630
35250263,Ontario,912,1,-0.993,4,0.161,4,0.426,3,-0.125
35250264,Ontario,388,1,-1.211,5,0.845,4,0.114,2,-0.624
35250265,Ontario,384,1,-1.176,5,0.954,3,-0.443,1,-0.795
35250266,Ontario,355,3,-0.405,5,1.234,4,0.301,3,-0.168
35250267,Ontario,493,2,-0.772,2,-0.490,2,-0.703,1,-0.822
35250269,Ontario,195,1,-0.833,5,1.804,4,0.056,2,-0.439
35250270,Ontario,331,1,-0.847,4,0.596,3,-0.168,1,-0.730
35250271,Ontario,362,1,-1.042,4,0.383,4,-0.076,1,-0.725
35250272,Ontario,399,5,1.041,5,3.532,3,-0.395,3,-0.007
35250273,Ontario,374,1,-0.812,5,0.714,3,-0.287,4,0.351
35250274,Ontario,936,4,0.198,2,-0.698,3,-0.424,4,0.154
35250275,Ontario,505,3,-0.293,4,0.354,3,-0.274,5,0.932
35250276,Ontario,578,4,-0.096,4,0.124,4,0.465,4,0.055
35250277,Ontario,392,4,-0.003,5,1.027,4,0.079,5,0.663
35250278,Ontario,408,1,-0.950,4,0.105,2,-0.619,2,-0.688
35250279,Ontario,693,1,-0.854,5,1.017,5,0.933,4,0.218
35250280,Ontario,440,3,-0.298,3,-0.031,4,0.523,5,0.643
35250281,Ontario,540,4,0.717,3,0.086,4,0.496,4,0.096
35250282,Ontario,538,1,-0.852,4,0.550,4,0.516,4,0.274
35250283,Ontario,599,2,-0.591,5,0.997,4,0.036,4,0.379
35250284,Ontario,415,2,-0.787,5,1.543,4,0.190,4,0.272
35250285,Ontario,801,4,-0.101,4,0.504,4,0.090,2,-0.531
35250286,Ontario,363,1,-1.398,5,2.357,4,0.124,2,-0.563
35250287,Ontario,671,1,-1.073,3,-0.022,4,0.044,2,-0.379
35250288,Ontario,459,3,-0.297,4,0.350,4,0.034,4,0.223
35250289,Ontario,571,2,-0.626,4,0.369,3,-0.143,3,-0.131
35250290,Ontario,617,1,-0.858,4,0.115,4,0.209,4,0.491
35250291,Ontario,1027,2,-0.734,2,-0.465,4,0.749,3,-0.032
35250293,Ontario,945,3,-0.277,5,0.954,4,0.049,3,-0.086
35250294,Ontario,419,2,-0.693,2,-0.459,3,-0.158,3,-0.274
35250295,Ontario,408,1,-0.999,3,-0.177,4,-0.038,3,-0.097
35250296,Ontario,464,1,-1.050,5,0.850,3,-0.277,2,-0.592
35250297,Ontario,630,1,-0.856,5,1.163,4,0.227,2,-0.536
35250298,Ontario,497,1,-1.292,3,-0.179,3,-0.154,1,-0.775
35250299,Ontario,592,1,-1.346,5,0.830,4,-0.074,1,-0.833
35250300,Ontario,829,1,-1.187,3,-0.093,3,-0.250,2,-0.517
35250302,Ontario,427,1,-0.979,5,1.940,3,-0.540,3,-0.130
35250303,Ontario,465,1,-0.826,5,1.970,4,-0.061,4,0.364
35250304,Ontario,689,3,-0.387,4,0.551,4,0.036,3,-0.113
35250305,Ontario,536,2,-0.723,5,1.033,4,0.014,2,-0.604
35250306,Ontario,390,3,-0.242,3,-0.214,3,-0.338,3,-0.301
35250307,Ontario,466,3,-0.439,4,0.189,3,-0.251,4,0.297
35250308,Ontario,873,3,-0.180,1,-0.887,4,-0.010,1,-0.734
35250309,Ontario,345,2,-0.735,3,-0.222,3,-0.262,3,-0.313
35250310,Ontario,404,1,-1.063,3,0.048,4,0.007,2,-0.379
35250311,Ontario,663,2,-0.675,2,-0.709,4,-0.103,1,-0.690
35250312,Ontario,408,1,-0.907,2,-0.682,4,-0.053,3,-0.040
35250313,Ontario,707,4,0.071,3,0.073,2,-0.564,3,-0.011
35250315,Ontario,710,5,1.014,5,3.375,1,-0.789,1,-1.063
35250316,Ontario,603,4,-0.047,2,-0.677,3,-0.555,1,-0.988
35250317,Ontario,517,3,-0.420,1,-0.809,2,-0.641,3,-0.121
35250318,Ontario,88,2,-0.598,5,1.577,4,0.046,1,-1.187
35250319,Ontario,448,5,1.966,1,-0.808,5,1.020,4,0.325
35250320,Ontario,474,3,-0.358,4,0.578,4,0.011,4,0.154
35250321,Ontario,312,3,-0.383,5,1.152,4,-0.014,5,1.959
35250322,Ontario,389,3,-0.271,4,0.414,3,-0.492,4,0.023
35250323,Ontario,473,3,-0.146,4,0.456,4,-0.085,5,1.388
35250324,Ontario,884,5,0.865,5,1.554,4,0.558,5,2.605
35250326,Ontario,410,3,-0.122,3,-0.216,3,-0.417,5,0.972
35250327,Ontario,773,4,0.620,3,0.058,5,0.846,5,2.476
35250328,Ontario,425,3,-0.283,4,0.101,4,0.315,5,0.673
35250329,Ontario,530,4,-0.030,3,-0.057,3,-0.159,4,0.421
35250330,Ontario,388,4,0.346,5,0.796,4,0.349,5,1.432
35250331,Ontario,489,4,0.192,4,0.613,4,0.186,5,2.741
35250332,Ontario,533,3,-0.446,3,-0.136,4,-0.131,4,0.223
35250333,Ontario,571,3,-0.128,3,-0.198,3,-0.367,4,0.138
35250334,Ontario,530,4,0.691,4,0.180,2,-0.675,4,0.084
35250335,Ontario,390,4,-0.071,5,1.106,3,-0.421,3,-0.255
35250336,Ontario,420,3,-0.511,4,0.607,3,-0.427,4,0.394
35250337,Ontario,784,5,1.488,4,0.469,3,-0.396,4,0.422
35250338,Ontario,736,5,2.642,4,0.186,4,0.431,5,1.915
35250339,Ontario,529,3,-0.200,2,-0.470,3,-0.516,4,0.105
35250340,Ontario,289,4,-0.088,1,-1.073,1,-0.847,4,0.200
35250341,Ontario,595,5,1.855,5,1.094,3,-0.240,5,1.262
35250342,Ontario,529,4,-0.057,3,-0.272,3,-0.361,5,0.940
35250343,Ontario,497,2,-0.751,5,0.675,2,-0.598,3,-0.202
35250344,Ontario,545,3,-0.391,4,0.333,3,-0.384,4,0.271
35250345,Ontario,431,3,-0.493,1,-1.097,2,-0.632,2,-0.499
35250346,Ontario,453,3,-0.431,4,0.126,3,-0.521,4,0.190
35250347,Ontario,419,3,-0.435,3,-0.313,1,-0.808,4,0.208
35250348,Ontario,575,1,-0.867,3,-0.241,2,-0.612,1,-0.929
35250349,Ontario,427,3,-0.441,1,-0.993,2,-0.562,1,-0.715
35250350,Ontario,674,5,1.484,3,0.089,3,-0.311,5,0.665
35250351,Ontario,337,5,2.469,5,2.631,1,-0.813,4,0.288
35250352,Ontario,608,5,0.786,3,-0.033,4,-0.064,5,0.921
35250353,Ontario,608,5,2.075,5,0.979,4,0.397,5,0.771
35250354,Ontario,532,1,-1.055,3,0.013,2,-0.690,1,-0.756
35250355,Ontario,557,3,-0.366,5,0.978,2,-0.621,3,-0.298
35250356,Ontario,583,4,-0.045,2,-0.362,3,-0.518,4,0.036
35250357,Ontario,542,3,-0.476,1,-1.158,2,-0.595,2,-0.500
35250358,Ontario,554,4,-0.016,4,0.574,3,-0.325,4,0.135
35250359,Ontario,460,4,0.323,3,-0.240,3,-0.556,3,-0.200
35250360,Ontario,465,3,-0.349,2,-0.573,3,-0.549,3,-0.336
35250361,Ontario,463,3,-0.324,4,0.492,2,-0.600,4,0.164
35250362,Ontario,509,3,-0.194,3,-0.167,4,-0.125,4,0.249
35250363,Ontario,389,5,0.982,3,0.086,3,-0.287,3,-0.084
35250364,Ontario,243,5,1.971,4,0.134,4,-0.053,4,0.338
35250365,Ontario,951,5,2.187,5,0.823,2,-0.600,4,0.079
35250366,Ontario,748,5,2.436,5,0.903,4,0.523,5,1.269
35250367,Ontario,541,4,0.335,4,0.300,4,0.263,5,0.727
35250368,Ontario,545,5,1.062,2,-0.599,3,-0.241,5,1.031
35250369,Ontario,501,3,-0.337,3,0.041,3,-0.457,4,0.302
35250370,Ontario,414,4,0.131,1,-1.121,4,-0.112,4,0.114
35250371,Ontario,511,3,-0.311,4,0.271,3,-0.196,4,0.375
35250372,Ontario,444,3,-0.267,3,-0.140,2,-0.738,3,-0.191
35250373,Ontario,333,4,0.136,3,-0.057,3,-0.446,3,-0.349
35250374,Ontario,479,3,-0.333,2,-0.563,3,-0.531,3,-0.184
35250375,Ontario,518,3,-0.217,2,-0.385,3,-0.315,3,-0.028
35250376,Ontario,444,3,-0.209,2,-0.581,3,-0.484,2,-0.381
35250377,Ontario,646,3,-0.207,4,0.191,4,0.215,3,-0.263
35250378,Ontario,502,3,-0.383,2,-0.520,2,-0.646,4,0.194
35250379,Ontario,340,4,0.566,5,0.765,4,0.061,4,0.411
35250380,Ontario,492,2,-0.528,2,-0.377,2,-0.668,2,-0.519
35250381,Ontario,439,3,-0.300,5,1.033,2,-0.710,2,-0.574
35250382,Ontario,523,3,-0.303,2,-0.482,2,-0.583,3,-0.351
35250383,Ontario,616,5,2.709,5,1.183,5,1.584,4,0.420
35250384,Ontario,532,4,0.453,2,-0.357,4,0.071,5,1.239
35250385,Ontario,427,4,0.066,1,-0.951,1,-0.820,1,-0.899
35250387,Ontario,412,1,-0.864,1,-0.811,2,-0.614,2,-0.678
35250388,Ontario,508,3,-0.368,3,-0.277,1,-0.819,1,-0.698
35250389,Ontario,405,4,0.352,1,-1.261,2,-0.731,1,-0.993
35250390,Ontario,447,5,1.760,1,-1.169,1,-0.907,1,-0.718
35250391,Ontario,529,5,1.958,2,-0.761,1,-0.805,2,-0.590
35250392,Ontario,507,5,0.968,1,-1.346,1,-0.821,1,-0.857
35250393,Ontario,464,5,2.418,2,-0.474,3,-0.397,4,0.182
35250394,Ontario,821,5,2.688,2,-0.546,5,0.813,4,0.382
35250395,Ontario,665,5,3.029,5,1.007,4,0.715,5,0.886
35250396,Ontario,595,5,2.797,4,0.226,4,0.463,4,0.188
35250397,Ontario,532,5,3.200,1,-0.878,4,-0.046,3,0.005
35250398,Ontario,246,5,4.905,5,1.882,3,-0.186,5,3.563
35250399,Ontario,757,5,4.489,5,4.227,5,0.815,5,1.870
35250400,Ontario,674,5,2.903,3,0.087,4,0.555,5,0.665
35250401,Ontario,636,5,2.869,1,-0.811,4,0.352,4,0.523
35250402,Ontario,406,5,1.973,3,-0.196,1,-0.851,3,-0.247
35250403,Ontario,677,5,2.220,4,0.096,3,-0.238,3,-0.193
35250404,Ontario,376,4,0.665,1,-1.456,2,-0.734,3,-0.044
35250405,Ontario,372,5,0.973,2,-0.363,2,-0.756,4,0.519
35250406,Ontario,591,5,2.760,3,0.019,3,-0.387,3,-0.067
35250407,Ontario,521,5,1.943,3,-0.072,4,0.206,5,0.963
35250408,Ontario,468,5,1.593,3,-0.061,3,-0.452,4,0.207
35250409,Ontario,378,5,1.611,5,0.646,3,-0.235,4,0.309
35250410,Ontario,417,4,0.289,3,0.028,3,-0.408,4,0.195
35250411,Ontario,519,4,0.047,2,-0.462,3,-0.448,4,0.141
35250412,Ontario,537,5,2.472,5,4.183,5,1.105,4,0.430
35250413,Ontario,571,4,0.275,2,-0.466,4,0.469,4,0.022
35250416,Ontario,477,4,0.353,2,-0.443,5,1.154,5,0.600
35250417,Ontario,372,5,3.216,4,0.234,4,0.671,5,1.049
35250418,Ontario,495,5,3.055,1,-0.839,5,1.310,4,0.238
35250419,Ontario,555,5,2.872,4,0.299,5,1.515,5,0.996
35250420,Ontario,862,5,2.365,3,-0.163,4,0.447,1,-1.005
35250421,Ontario,633,5,3.103,4,0.391,3,-0.208,4,0.053
35250422,Ontario,779,5,3.665,5,2.690,5,1.305,5,0.964
35250423,Ontario,629,5,3.179,4,0.203,4,0.615,4,0.066
35250424,Ontario,548,5,3.529,5,1.426,3,-0.369,2,-0.404
35250425,Ontario,912,5,2.893,4,0.643,4,0.267,4,0.104
35250426,Ontario,437,5,1.711,3,-0.235,3,-0.431,2,-0.534
35250427,Ontario,324,5,2.498,1,-2.040,4,0.077,2,-0.388
35250428,Ontario,528,5,2.738,2,-0.360,5,2.168,5,0.620
35250429,Ontario,365,5,2.302,3,-0.306,5,1.087,4,0.493
35250430,Ontario,384,5,2.473,2,-0.646,2,-0.773,4,0.295
35250431,Ontario,487,5,3.013,3,-0.265,4,0.148,3,-0.117
35250434,Ontario,1391,5,3.226,3,0.082,5,2.125,4,0.458
35250435,Ontario,460,5,1.912,4,0.232,4,0.474,5,1.529
35250436,Ontario,505,5,2.806,5,0.799,4,0.231,5,1.268
35250437,Ontario,462,5,2.362,3,-0.283,2,-0.667,5,0.894
35250438,Ontario,354,5,2.568,4,0.315,4,0.467,5,0.630
35250439,Ontario,627,5,2.296,1,-0.826,5,1.076,5,0.875
35250440,Ontario,585,5,2.977,4,0.313,3,-0.144,2,-0.367
35250441,Ontario,527,5,2.804,1,-0.968,4,0.391,4,0.113
35250442,Ontario,616,5,0.996,2,-0.463,3,-0.520,3,-0.092
35250443,Ontario,507,3,-0.251,2,-0.371,2,-0.636,4,0.142
35250444,Ontario,488,5,2.384,5,1.277,4,0.008,5,0.550
35250445,Ontario,412,4,-0.026,4,0.531,3,-0.189,5,0.591
35250446,Ontario,564,5,0.832,2,-0.350,3,-0.272,5,0.674
35250447,Ontario,315,5,1.596,1,-0.862,3,-0.396,5,0.792
35250448,Ontario,677,5,2.266,2,-0.534,4,0.404,5,0.909
35250449,Ontario,422,5,1.989,1,-0.828,4,0.276,4,0.441
35250450,Ontario,405,5,1.353,3,-0.141,4,0.427,3,-0.038
35250451,Ontario,217,5,1.717,5,1.998,3,-0.475,4,0.494
35250452,Ontario,281,5,1.296,2,-0.414,2,-0.642,4,0.091
35250453,Ontario,405,5,1.790,1,-0.935,4,0.495,5,0.660
35250454,Ontario,653,5,2.432,4,0.371,4,0.376,5,0.942
35250455,Ontario,513,5,2.638,4,0.605,5,2.338,5,1.737
35250456,Ontario,627,5,2.765,5,2.013,4,0.306,5,1.773
35250458,Ontario,449,5,2.776,5,1.416,5,1.565,5,2.267
35250459,Ontario,688,5,2.042,3,0.062,4,0.725,5,2.131
35250460,Ontario,382,4,0.270,5,0.810,4,0.152,5,2.044
35250461,Ontario,474,4,0.638,3,-0.311,5,0.878,5,1.950
35250462,Ontario,396,4,0.567,3,0.026,3,-0.205,5,1.542
35250463,Ontario,374,5,1.687,4,0.599,4,0.045,5,1.572
35250464,Ontario,280,5,1.028,4,0.314,4,0.708,5,1.245
35250465,Ontario,545,5,2.655,2,-0.347,5,1.171,5,1.122
35250466,Ontario,346,5,1.635,3,-0.011,3,-0.231,5,1.853
35250467,Ontario,818,5,3.225,5,2.372,5,1.631,5,2.370
35250468,Ontario,367,5,2.715,2,-0.441,3,-0.422,4,0.020
35250471,Ontario,345,4,0.717,5,0.708,5,1.237,5,1.619
35250472,Ontario,426,5,1.422,4,0.335,5,1.206,5,1.168
35250473,Ontario,301,5,0.874,5,0.689,4,0.655,5,2.035
35250474,Ontario,700,5,1.307,5,0.863,4,0.546,5,2.282
35250475,Ontario,444,5,1.638,4,0.338,4,-0.127,5,0.967
35250476,Ontario,325,4,0.759,5,0.801,5,0.895,5,1.366
35250477,Ontario,472,5,0.899,4,0.146,4,0.671,5,2.393
35250478,Ontario,430,5,0.809,4,0.378,4,0.424,5,1.865
35250479,Ontario,559,4,0.300,5,0.662,5,0.954,5,2.257
35250480,Ontario,516,5,1.187,3,-0.185,4,0.644,5,1.578
35250481,Ontario,355,4,0.327,5,0.870,4,0.505,5,1.805
35250482,Ontario,453,4,0.154,3,-0.125,3,-0.435,5,1.918
35250483,Ontario,424,4,0.646,4,0.162,4,0.120,5,2.854
35250484,Ontario,386,5,0.855,4,0.431,3,-0.533,5,3.909
35250485,Ontario,457,4,0.104,4,0.569,4,0.567,5,1.838
35250486,Ontario,622,5,1.600,5,0.954,4,0.349,5,1.172
35250487,Ontario,377,4,-0.050,4,0.527,4,0.331,5,1.283
35250488,Ontario,466,4,0.095,3,-0.151,4,0.631,5,0.974
35250489,Ontario,305,3,-0.292,4,0.139,4,0.045,5,0.758
35250490,Ontario,452,3,-0.224,2,-0.343,4,0.145,5,0.895
35250491,Ontario,334,4,0.664,5,0.706,5,2.192,5,2.305
35250492,Ontario,379,4,0.353,3,-0.062,4,0.217,5,0.949
35250493,Ontario,426,4,0.390,3,-0.303,3,-0.233,5,1.222
35250494,Ontario,344,5,1.528,4,0.345,3,-0.338,5,1.175
35250495,Ontario,567,4,0.698,3,0.079,4,0.369,5,1.183
35250496,Ontario,240,5,1.282,5,1.270,3,-0.231,5,2.700
35250497,Ontario,594,5,1.002,3,-0.283,4,0.383,4,0.250
35250498,Ontario,560,5,1.058,4,0.378,4,0.485,5,1.139
35250499,Ontario,491,4,0.560,3,-0.106,4,-0.077,4,0.401
35250501,Ontario,507,2,-0.520,4,0.135,3,-0.482,1,-1.040
35250502,Ontario,504,4,0.171,1,-1.102,3,-0.279,1,-0.727
35250503,Ontario,498,5,1.585,1,-0.923,3,-0.486,4,0.241
35250504,Ontario,661,5,3.079,4,0.257,5,2.691,4,0.392
35250506,Ontario,508,4,0.174,1,-1.195,3,-0.408,3,-0.195
35250507,Ontario,492,5,1.272,1,-0.774,3,-0.417,2,-0.685
35250508,Ontario,525,2,-0.656,2,-0.676,2,-0.634,2,-0.446
35250509,Ontario,588,4,0.174,1,-1.006,1,-0.792,2,-0.410
35250510,Ontario,519,4,0.066,1,-0.994,1,-0.949,1,-0.882
35250511,Ontario,658,4,0.584,3,0.032,3,-0.505,2,-0.396
35250512,Ontario,405,5,0.990,3,-0.129,1,-0.805,3,-0.127
35250513,Ontario,534,4,0.586,2,-0.730,2,-0.697,4,0.128
35250514,Ontario,923,2,-0.579,3,-0.187,3,-0.409,1,-1.045
35250515,Ontario,420,2,-0.726,4,0.221,3,-0.334,2,-0.372
35250516,Ontario,838,2,-0.688,3,0.086,3,-0.367,2,-0.408
35250517,Ontario,376,4,0.096,3,-0.129,3,-0.244,4,0.174
35250518,Ontario,289,3,-0.425,4,0.640,4,-0.082,2,-0.450
35250519,Ontario,635,3,-0.382,4,0.597,3,-0.144,4,0.105
35250520,Ontario,660,3,-0.216,2,-0.541,3,-0.386,3,-0.084
35250521,Ontario,597,3,-0.345,3,-0.121,4,0.076,2,-0.473
35250522,Ontario,208,1,-0.954,5,0.815,2,-0.672,2,-0.411
35250523,Ontario,455,1,-0.831,5,0.979,4,0.220,4,0.106
35250524,Ontario,361,4,0.168,4,0.247,3,-0.256,5,0.684
35250525,Ontario,419,3,-0.392,5,0.802,4,0.299,4,0.285
35250526,Ontario,1317,5,1.596,5,1.392,5,1.321,5,1.095
35250527,Ontario,441,2,-0.693,5,0.742,3,-0.225,3,-0.134
35250528,Ontario,404,3,-0.381,5,1.935,4,-0.094,4,0.077
35250529,Ontario,481,4,-0.061,4,0.619,3,-0.353,5,1.748
35250530,Ontario,488,4,0.383,4,0.182,4,0.522,5,0.659
35250531,Ontario,491,3,-0.348,3,-0.012,4,0.648,3,-0.048
35250532,Ontario,420,2,-0.790,3,0.017,3,-0.396,3,-0.185
35250533,Ontario,807,5,2.010,4,0.624,5,1.304,5,1.032
35250534,Ontario,484,5,0.932,5,0.694,3,-0.464,4,0.445
35250535,Ontario,556,3,-0.111,5,0.906,4,0.190,5,0.668
35250536,Ontario,466,5,1.268,4,0.257,4,-0.079,4,0.192
35250537,Ontario,624,5,0.820,3,-0.215,4,-0.046,4,0.131
35250538,Ontario,565,3,-0.380,5,0.704,3,-0.412,4,0.219
35250539,Ontario,683,3,-0.405,2,-0.388,4,-0.091,4,0.426
35250540,Ontario,598,2,-0.573,5,0.955,3,-0.226,3,-0.097
35250541,Ontario,461,3,-0.132,4,0.534,4,0.158,4,0.128
35250542,Ontario,444,4,0.664,5,0.777,3,-0.374,4,0.216
35250545,Ontario,375,3,-0.448,4,0.568,4,0.053,2,-0.438
35250546,Ontario,401,5,2.780,5,0.964,4,0.211,4,0.497
35250547,Ontario,428,3,-0.238,4,0.444,4,0.530,5,1.158
35250548,Ontario,702,5,1.738,5,0.847,5,1.915,5,0.849
35250549,Ontario,460,5,1.011,4,0.286,4,0.000,4,0.448
35250550,Ontario,412,3,-0.242,4,0.562,3,-0.494,1,-0.718
35250551,Ontario,479,3,-0.287,4,0.518,4,-0.044,3,-0.017
35250552,Ontario,461,4,-0.103,3,-0.152,4,0.681,5,0.558
35250553,Ontario,596,4,0.081,3,-0.043,4,0.456,4,0.332
35250554,Ontario,538,3,-0.114,2,-0.429,4,0.385,4,0.358
35250555,Ontario,437,4,0.066,2,-0.593,4,-0.033,4,0.412
35250556,Ontario,552,3,-0.323,2,-0.474,3,-0.506,4,0.040
35250557,Ontario,722,5,0.851,3,-0.077,3,-0.338,5,1.104
35250558,Ontario,420,4,-0.056,2,-0.401,2,-0.741,2,-0.453
35250559,Ontario,487,2,-0.528,4,0.367,3,-0.280,2,-0.429
35250560,Ontario,525,5,1.963,5,2.476,2,-0.614,4,0.097
35250561,Ontario,364,2,-0.541,4,0.227,2,-0.574,3,-0.355
35250562,Ontario,503,4,-0.042,3,0.027,3,-0.492,4,0.489
35250563,Ontario,622,5,1.439,3,-0.047,5,0.821,5,1.108
